,Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
173,Belgium,2002,Developed,78,99,1,11.29,320.3177664,6,0,59,1,96,8.46,95,0.1,2552.3328,1332785,0.8,0.8,0.875,18.8
174,Belgium,2001,Developed,78,1,1,11.01,2943.375396,6,83,58.5,1,96,8.29,95,0.1,23121.56635,128657,0.8,0.8,0.873,18.2
175,Belgium,2000,Developed,77.6,11,1,11.21,287.2084529,6,0,58.1,1,96,8.12,95,0.1,2327.4591,125125,0.8,0.8,0.869,18
176,Bulgaria,2015,Developed,74.5,137,0,10.86533333,0,92,0,65.7,1,91,7.236,91,0.1,6993.47736,7177991,1.9,1.8,0.792,15
177,Bulgaria,2014,Developed,74.3,138,1,12.03,153.1400362,95,0,65.1,1,88,8.44,88,0.1,7853.335191,7223938,1.9,1.9,0.787,14.8
178,Bulgaria,2013,Developed,74.1,14,1,12.06,149.659879,95,14,64.5,1,95,7.93,95,0.1,7674.86559,7265115,1.9,1.9,0.781,14.4
179,Bulgaria,2012,Developed,73.9,139,1,10.99,851.450672,95,1,63.9,1,95,7.11,95,0.1,7378.25539,735888,1.9,1.9,0.778,14.3
180,Bulgaria,2011,Developed,73.7,144,1,10.67,875.1495189,96,157,63.3,1,95,6.88,95,0.1,7813.83499,7348328,2,2,0.775,14.2
181,Bulgaria,2010,Developed,73.4,147,1,10.8,766.4454884,95,22004,62.7,1,94,7.24,94,0.1,6843.263289,7395599,2,2,0.77,13.9
182,Bulgaria,2009,Developed,73.2,152,1,10.93,661.5144334,96,2249,62.1,1,94,6.78,94,0.1,6955.987733,7444443,2,2.1,0.768,13.8
183,Bulgaria,2008,Developed,72.9,155,1,10.98,107.9826127,96,1,61.5,1,96,6.61,95,0.1,7296.122479,7492561,2.1,2.1,0.761,13.8
184,Bulgaria,2007,Developed,72.6,157,1,10.89,591.5100978,95,1,6.9,1,95,6.41,95,0.1,5932.899677,7545338,2.1,2.2,0.755,13.5
185,Bulgaria,2006,Developed,72.2,161,1,10.39,508.6304588,96,1,6.3,1,96,6.67,95,0.1,4513.13628,76122,2.2,2.2,0.75,13.5
186,Bulgaria,2005,Developed,72.1,16,1,10.48,456.3404657,96,3,59.7,1,97,7.8,96,0.1,3893.68998,7658972,2.2,2.3,0.745,13.5
187,Bulgaria,2004,Developed,72.2,157,1,10.96,384.1473028,94,0,59.1,1,94,7.9,95,0.1,3381.57837,771686,2.3,2.3,0.738,13.3
188,Bulgaria,2003,Developed,72,155,1,11.19,32.38616103,96,0,58.6,1,96,7.43,96,0.1,271.46824,7775327,2.3,2.4,0.729,12.9
189,Bulgaria,2002,Developed,71.8,157,1,10.2,33.26778134,88,0,58.1,1,94,7.41,93,0.1,287.534843,7837161,2.4,2.4,0.723,12.9
190,Bulgaria,2001,Developed,71.6,16,1,10.72,25.06262895,93,8,57.5,1,94,7.23,94,0.1,1764.97387,89142,2.4,2.5,0.713,12.9
191,Bulgaria,2000,Developed,71.1,163,1,9.69,15.2357274,94,46,57,1,94,6.7,93,0.1,169.28586,817172,2.5,2.5,0.709,12.9
192,Croatia,2015,Developed,78,95,0,12.448,0,94,206,63.7,0,94,7.370666667,94,0.1,11579.6674,42364,1.5,1.4,0.823,15.3
193,Croatia,2014,Developed,77.8,97,0,12.14,1884.098811,95,0,63.1,0,95,7.8,95,0.1,13467.46827,4238389,1.5,1.5,0.82,15.1
194,Croatia,2013,Developed,77.7,97,0,12.39,1899.107385,96,0,62.5,0,96,7.83,96,0.1,13574.749,4255689,1.5,1.5,0.817,14.9
195,Croatia,2012,Developed,77.1,14,0,11.49,1851.713262,98,2,61.9,0,96,7.8,96,0.1,13235.97757,4267558,1.5,1.5,0.815,14.6
196,Croatia,2011,Developed,77,14,0,12.19,1913.356642,97,12,61.3,0,96,7.8,96,0.1,14539.18421,428622,1.6,1.5,0.808,14.5
197,Croatia,2010,Developed,76.6,16,0,12.1,206.8868182,97,7,6.6,0,97,8.25,97,0.1,1355.74586,4417781,1.6,1.6,0.803,14.2
198,Croatia,2009,Developed,76.3,19,0,12.21,2160.380199,97,2,6,0,96,8.18,96,0.1,14157.14416,442978,1.7,1.6,0.803,14.2
199,Croatia,2008,Developed,76,116,0,12.06,2425.403891,97,51,59.4,0,96,7.7,96,0.1,15893.8656,443458,1.7,1.7,0.8,14.3
200,Croatia,2007,Developed,75.8,114,0,12.56,2019.812779,95,0,58.7,0,96,7.44,96,0.1,13546.69872,4436,1.8,1.7,0.793,14.3
201,Croatia,2006,Developed,75.9,113,0,11.83,1555.651986,96.22222222,1,58.1,0,96,6.95,96,0.1,11363.41845,444,1.8,1.8,0.783,13.9
202,Croatia,2005,Developed,75.2,116,0,11.59,167.2319899,96.22222222,2,57.5,0,96,6.89,96,0.1,1224.2459,4442,1.8,1.8,0.777,13.6
203,Croatia,2004,Developed,75.4,114,0,13.11,1116.396502,96.22222222,54,56.9,0,96,6.56,96,0.1,9365.742468,4439,1.9,1.9,0.771,13.3
204,Croatia,2003,Developed,74.7,122,0,13.78,93.67706503,96.22222222,19,56.3,0,95,6.35,94,0.1,785.881418,444,1.9,1.9,0.765,12.9
205,Croatia,2002,Developed,74.8,124,0,13.39,11.63615139,96.22222222,6,55.8,0,95,6.19,95,0.1,653.71637,444,2,2,0.759,12.6
206,Croatia,2001,Developed,74.9,126,0,13.15,650.9567981,96.22222222,8,55.2,0,94,7.16,94,0.1,5245.421419,444,2,2,0.749,12.3
207,Croatia,2000,Developed,74.7,127,0,12.73,649.3909871,96.22222222,9,54.7,0,94,7.66,93,0.1,4919.62869,4426,2.1,2.1,0.739,12.2
208,Cyprus,2015,Developed,85,52,0,10.26066667,0,97,0,6.3,0,97,6.76,97,0.1,2375.1127,116985,1,1,0.854,14.3
209,Cyprus,2014,Developed,83,53,0,0.01,207.3041936,96,10,59.8,0,99,7.37,99,0.1,2734.88382,115239,0.9,1,0.85,14
210,Cyprus,2013,Developed,81,54,0,9.04,212.0859259,96,0,59.2,0,99,7.46,99,0.1,2797.96736,1143896,0.9,1,0.85,13.8
211,Cyprus,2012,Developed,80,56,0,10.55,2159.756205,96,1,58.7,0,99,7.44,99,0.1,28951.15556,113562,0.9,1,0.85,13.8
212,Cyprus,2011,Developed,79.7,57,0,10.69,2443.325028,96,0,58.3,0,99,7.54,99,0.1,32233.83942,1124835,0.9,1,0.847,13.8
213,Cyprus,2010,Developed,79.5,59,0,11.32,283.3300258,96,18,57.8,0,99,7.23,99,0.1,3818.46396,111267,0.9,1,0.853,14.6
214,Cyprus,2009,Developed,79.3,6,0,10.8,230.2524184,96,0,57.3,0,99,7.4,99,0.1,3215.8159,19876,0.9,1,0.849,14.1
215,Cyprus,2008,Developed,79.1,62,0,12.01,239.6409938,93,1,56.8,0,97,6.89,97,0.1,3539.7488,181563,0.9,1,0.844,13.7
216,Cyprus,2007,Developed,78.9,63,0,11.56,1958.525877,93,0,56.3,0,97,6.5,97,0.1,31386.63265,163712,0.9,1,0.836,13.5
217,Cyprus,2006,Developed,78.8,64,0,11.47,1700.841534,93,0,55.8,0,97,6.28,97,0.1,27169.99256,14559,0.9,1,0.829,13.4
218,Cyprus,2005,Developed,78.7,65,0,11.41,1562.520827,88,1,55.3,0,98,6.37,98,0.1,25324.48666,127658,0.9,1,0.826,13.5
219,Cyprus,2004,Developed,78.6,65,0,13.03,1586.724172,88,0,54.8,0,98,6.42,98,0.1,23932.49128,1141,0.9,1,0.823,13.4
220,Cyprus,2003,Developed,78.5,66,0,10.62,158.7087399,88,0,54.3,0,98,6.83,98,0.1,2293.4789,993563,0.9,1,0.815,13
221,Cyprus,2002,Developed,78.4,68,0,11.68,1128.050886,88,0,53.8,0,98,6.12,98,0.1,16372.29152,976966,0.9,1,0.805,12.5
222,Cyprus,2001,Developed,78.2,69,0,10.16,100.8086193,89,0,53.3,0,97,5.78,97,0.1,1562.92433,96282,0.9,1,0.8,12.4
223,Cyprus,2000,Developed,78.1,7,0,9.56,950.8027925,89,0,52.8,0,97,5.77,97,0.1,14672.8826,943286,0.9,1,0.798,12.5
224,India,2015,Developing,68.3,181,910,1.942,0,87,90387,18.7,1100,86,4.358666667,87,0.2,1613.18878,1395398,26.7,27.3,0.615,11.6
225,India,2014,Developing,68,184,957,3.07,86.52153895,79,79563,18.1,1200,84,4.69,85,0.2,1573.11889,1293859294,26.8,27.4,0.607,11.6
226,India,2013,Developing,67.6,187,1000,3.11,67.67230438,7,13822,17.5,1300,82,4.53,83,0.2,1452.195373,127856227,26.8,27.5,0.599,11.5
227,India,2012,Developing,67.3,19,1100,3.1,64.96964491,73,18668,17,1400,79,4.39,82,0.2,1446.98541,126365852,26.9,27.6,0.59,11.3
228,India,2011,Developing,66.8,193,1100,3,64.6059005,44,33634,16.4,1500,79,4.33,82,0.2,1461.671957,124723629,26.9,27.7,0.58,10.8
229,India,2010,Developing,66.4,196,1200,2.77,57.73359864,38,31458,15.9,1600,76,4.28,79,0.2,1345.77153,12398691,27,27.8,0.569,10.4
230,India,2009,Developing,66,2,1300,2.5,0.844186331,37,56188,15.4,1700,73,4.38,74,0.2,19.317765,121427132,27,27.8,0.563,10.5
231,India,2008,Developing,65.5,23,1300,1.93,43.03043312,29,44258,14.9,1800,69,4.34,7,0.3,991.484634,119714696,27,27.9,0.556,10.2
232,India,2007,Developing,65.2,26,1400,1.59,5.234770324,6,41144,14.4,1900,67,4.23,64,0.3,118.166373,1179681239,27.1,28,0.546,9.9
233,India,2006,Developing,64.8,28,1500,1.37,34.85942671,6,64185,13.9,2000,66,4.25,65,0.3,792.259698,1161977719,27.1,28,0.536,9.7
234,India,2005,Developing,64.4,211,1500,1.27,3.5096369,8,36711,13.5,2000,65,4.28,65,0.3,77.819,1144118674,27.2,28.1,0.526,9.4
235,India,2004,Developing,64,214,1600,1.2,27.33800857,6,55443,13,2100,58,4.22,63,0.3,621.3183767,1126135777,27.2,28.2,0.518,9.2
236,India,2003,Developing,63.7,216,1700,1.19,19.4808682,35,47147,12.6,2200,57,4.3,61,0.3,541.1352279,11827848,27.3,28.3,0.505,8.6
237,India,2002,Developing,63.3,219,1700,1.1,17.81205644,35,40044,12.2,2300,58,4.4,59,0.3,466.2842,18987112,27.4,28.4,0.499,8.4
238,India,2001,Developing,62.9,222,1800,1,19.00340606,35,51780,11.8,2400,58,4.5,59,0.3,447.138966,171477855,27.5,28.5,0.494,8.3
239,India,2000,Developing,62.5,224,1800,0.93,19.26615743,35,38835,11.4,2500,57,4.26,58,0.3,438.864634,1535912,27.7,28.6,0.489,8.3
240,Georgia,2015,Developing,74.4,129,1,5.623333333,0,94,431,56.2,1,91,7.330666667,94,0.1,3764.64912,37171,2.7,2.8,0.768,13.9
241,Georgia,2014,Developing,74.5,125,1,6.13,221.482875,91,3188,55.3,1,91,7.42,91,0.1,4429.6575,3727,2.7,2.8,0.759,13.5
242,Georgia,2013,Developing,74.5,128,1,5.91,180.3787034,96,7872,54.4,1,94,7.25,93,0.1,4274.376857,3776,2.7,2.8,0.755,13.5
243,Georgia,2012,Developing,74.2,13,1,7.71,158.2576025,92,31,53.6,1,93,8.57,92,0.1,4142.869175,3825,2.6,2.8,0.749,13.4
244,Georgia,2011,Developing,73.9,127,1,8.14,198.94876,89,64,52.8,1,88,9.38,94,0.1,3725.63221,3875,2.6,2.8,0.742,13.3
245,Georgia,2010,Developing,73.8,132,1,7.24,194.1732658,95,22,52,1,88,1.5,92,0.1,2964.47734,3926,2.6,2.8,0.738,13.3
246,Georgia,2009,Developing,73.2,133,1,6.66,18.5314303,54,23,51.3,1,93,1.19,88,0.1,276.588512,3978,2.6,2.8,0.734,12.8
247,Georgia,2008,Developing,73.9,128,1,7.17,151.762567,89,56,5.5,1,9,8.99,92,0.1,3174.9491,43,2.6,2.8,0.735,13.1
248,Georgia,2007,Developing,74.4,12,1,8.65,106.164686,94,44,49.9,1,88,8.17,98,0.1,2492.12878,482,2.7,2.9,0.722,12.5
249,Georgia,2006,Developing,73.9,126,1,6.18,110.1138286,84,334,49.2,1,89,8.39,88,0.1,1872.68416,4136,2.7,2.9,0.714,12.6
250,Georgia,2005,Developing,73.9,128,1,4.7,9.444875415,79,1356,48.6,1,82,8.6,82,0.1,153.57521,419,2.8,2.9,0.703,12.2
251,Georgia,2004,Developing,72.3,134,1,3.74,7.132564768,64,6847,48.1,1,66,8.53,78,0.1,127.367228,4245,2.8,3,0.694,12
252,Georgia,2003,Developing,72.7,132,1,3.36,70.54185252,48,216,47.5,2,74,8.49,75,0.1,928.18227,431,2.9,3,0.684,11.8
253,Georgia,2002,Developing,71.7,142,2,2.72,60.55818291,51,199,47,2,89,8.72,84,0.1,779.3845935,4357,2.9,3,0.677,11.8
254,Georgia,2001,Developing,73,121,2,2.76,57.10318825,61,35,46.5,2,83,7.82,87,0.1,733.974142,43864,3,3.1,0.673,11.7
255,Georgia,2000,Developing,71.8,129,2,3.28,47.81704183,55,50,46,2,81,6.94,8,0.1,691.997711,44183,3.1,3.1,0,11.4
256,Equatorial Guinea,2015,Developing,58.2,32,3,7.342,0,16,1250,24.5,4,17,2.929333333,16,4.2,1347.31257,1175389,8.4,8.3,0.582,9.2
257,Equatorial Guinea,2014,Developing,57.9,32,3,0.01,13.40477417,2,13,24,4,24,3.8,2,4.4,192.59733,1129424,8.5,8.4,0.582,9.2
258,Equatorial Guinea,2013,Developing,57.4,327,3,10.72,156.3907685,9,321,23.5,4,3,3.73,3,5.7,2246.9938,183746,8.6,8.6,0.586,9.2
259,Equatorial Guinea,2012,Developing,56.7,337,3,11.89,1500.412635,9,1190,23,4,3,4,24,8.2,21557.6528,138593,8.7,8.7,0.583,9.2
260,Equatorial Guinea,2011,Developing,56.2,344,3,10.99,1493.051277,9,0,22.6,4,39,3.29,41,7.7,21451.88617,99429,8.9,8.8,0.58,9.2
261,Equatorial Guinea,2010,Developing,56.1,339,3,9.93,1192.696619,9,0,22.1,4,59,3.84,44,7.2,17136.44568,95114,9,9,0.589,9.2
262,Equatorial Guinea,2009,Developing,55.7,34,3,7.97,115.0692415,9,78,21.7,4,57,5.32,43,7.3,1653.2937,99111,9.2,9.2,0.59,9.1
263,Equatorial Guinea,2008,Developing,55.4,338,3,8.34,1705.678619,9,436,21.3,4,55,2.31,42,6.3,22742.38159,868418,9.3,9.3,0.592,9.1
264,Equatorial Guinea,2007,Developing,55,339,3,6.86,1024.519543,9,5,2.9,4,54,2.25,41,5.9,15761.83913,829327,9.5,9.5,0.587,9
265,Equatorial Guinea,2006,Developing,54.8,337,3,7.28,827.5979335,9,0,2.5,4,52,2.13,4,5.3,12732.2759,792217,9.7,9.6,0.569,9
266,Equatorial Guinea,2005,Developing,54.4,337,3,7.19,12.0661671,9,0,2.2,4,5,1.63,39,4.9,185.63334,757317,9.8,9.8,0.563,8.7
267,Equatorial Guinea,2004,Developing,54.1,336,3,6.28,44.54768305,9,38,19.8,4,48,2.4,38,4.4,685.34897,724817,1,1,0.553,8.5
268,Equatorial Guinea,2003,Developing,53.8,334,3,7.13,309.7834587,9,18,19.5,4,46,2.23,37,3.6,3577.176197,694611,1.2,1.1,0.554,8.4
269,Equatorial Guinea,2002,Developing,53.5,334,3,6.01,234.7874207,9,24,19.1,4,44,2.5,36,2.9,2711.17114,66647,1.4,1.3,0.542,8.2
270,Equatorial Guinea,2001,Developing,53.1,334,3,5.07,197.7839552,9,1339,18.7,4,43,1.78,35,2.3,2283.87939,639762,1.6,1.4,0.527,8
271,Equatorial Guinea,2000,Developing,52.7,336,3,4.46,14.95451321,9,0,18.3,4,41,2.73,34,1.9,172.68491,614323,1.7,1.6,0,0
272,Brazil,2015,Developing,75,142,42,7.213333333,0,96,214,56.1,47,98,8.019333333,96,0.1,8757.2622,2596218,2.7,2.6,0.754,15.2
273,Brazil,2014,Developing,74.8,144,44,7.32,83.16465362,96,876,55.3,49,96,8.32,93,0.1,1226.61731,24213133,2.7,2.7,0.747,15.2
274,Brazil,2013,Developing,74.7,146,46,7.24,916.270845,96,220,54.5,52,96,8.48,97,0.1,12216.9446,2248632,2.8,2.7,0.734,14.2
275,Brazil,2012,Developing,74.5,148,49,7.55,843.1946259,96,2,53.6,54,96,8.26,95,0.1,12291.46685,256983,2.8,2.8,0.73,14.2
276,Brazil,2011,Developing,74.1,152,51,7.58,1084.999766,98,43,52.8,57,98,8.9,99,0.1,13167.47289,198686688,2.9,2.8,0.724,14
277,Brazil,2010,Developing,73.8,154,54,7.52,1111.191325,96,68,52,61,99,8.27,99,0.1,11224.1548,196796269,2.9,2.9,0.716,13.8
278,Brazil,2009,Developing,73.6,157,57,7.33,564.5233902,99,0,51.1,64,99,8.65,99,0.1,8553.3847,194895996,3,2.9,0.714,13.8
279,Brazil,2008,Developing,73.4,158,61,7.21,526.3780636,96,0,5.3,68,99,8.24,99,0.1,8787.61375,19297929,3,3,0.704,13.3
280,Brazil,2007,Developing,73.3,159,65,7.19,394.9321299,99,0,49.4,73,99,8.28,99,0.1,7313.557962,19126637,3.1,3,0.7,13.5
281,Brazil,2006,Developing,73,161,70,7.1,30.30374691,99,57,48.6,79,99,8.36,99,0.1,586.145975,18912412,3.1,3.1,0.698,13.8
282,Brazil,2005,Developing,72.7,163,75,6.97,23.76370075,98,6,47.8,85,99,8.27,99,0.1,477.182746,186917361,3.2,3.1,0.694,13.8
283,Brazil,2004,Developing,72,17,81,6.85,186.6090485,96,0,46.9,93,99,7.7,99,0.1,3623.47667,184738458,3.2,3.2,0.695,14
284,Brazil,2003,Developing,71.8,172,88,6.95,15.85781237,97,2,46.1,100,99,6.94,99,0.1,359.587582,182482149,3.3,3.3,0.699,14.8
285,Brazil,2002,Developing,71.4,176,95,7,140.9824766,92,1,45.3,109,99,7.13,99,0.1,2819.649531,1815121,3.3,3.3,0.692,14.6
286,Brazil,2001,Developing,71,179,103,7.13,149.4802091,91,1,44.5,118,99,7.19,98,0.1,3146.95177,1777567,3.4,3.4,0.685,14.3
287,Brazil,2000,Developing,75,183,111,7.26,179.4777293,94,36,43.7,127,99,7.3,98,0.1,3739.11936,175287587,3.4,3.4,0.677,14.1
